OBJECTID;ID;NOM_PARC;ADRESS_SSC;ADRESS_GEO;ACCES_VL;Arrdt;DELEG;SITE_DELEG;TEL;H_PARC_CM;H2_PARC_CM;TYPE_PARC;HORAIRE_NA;ASC_SURF;ACCES_MOTO;ACCES_VELO;V_ELEC_CH;AUTOPART;DATE_TA;AB_1M_E;AB_1A_E;TARIF_PR;PR_1A_MINE;PR_1A_MAXE;TARIF_RES;TF_RES_1AE;DATE_TH;TF_15MN_E;TF_30MN_E;TF_1H_E;TF_1H30_E;TF_2H_E;TF_3H_E;TF_4H_E;TF_7H_E;TF_8H_E;TF_9H_E;TF_10H_E;TF_11H_E;TF_12H_E;TF_24H_E;NB_PL_PMR;ABPMR_1M_E;ABPMR_1T_E;ABPMR_1A_E;MIS_A_JOUR;ABVE_1M_E;ABVE_1T_E;ABVE_1A_E;NB_PL_MOTO;TMOTO_1EHE;ABMOTO_1ME;ABMOTO_1TE;ABMOTO_1AE;TVELO_1M_E;POINT_X;POINT_Y;ZONES_RES;TF_15MN_MO;TF_30MN_MO;TF_24H_MOT;TF_PR_MOTO;PR_1A_MINM;PR_1A_MAXM;TF_RES_MO;TF_RES_1AM;AB_1A_PATT;PARC_AMOD;geo_shape;geo_point_2d
47;118;GENERAL BEURET;31 RUE DU GENERAL BEURET;31 RUE DU GENERAL BEURET;E1;15;SAEMES;WWW.SAEMES.FR;01 44 82 99 99;185;;ABONNES;24h / 24;NON;OUI;NON;NON;NON;01/07/2016;ND;ND;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;110,00;ND;2017-03-01;ND;ND;ND;0;ND;ND;ND;ND;ND;648791.7875;6860241.6877;ND;ND;ND;ND;NON;ND;ND;NON;ND;1657,00;NON;"{""type"": ""Point"", ""coordinates"": [2.302301435486304, 48.840188747594375]}";48.8401887476, 2.30230143549
160;138;VERSAILLES REYNAUD;178 AVENUE DE VERSAILLES;178 AVENUE DE VERSAILLES;E1;16;INDIGO;WWW.PARKINDIGO.FR;01 40 71 63 43;190;;VISITEURS ET ABONNES;24h / 24;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;OUI;NON;NON;01/08/2016;206,00;2142,00;NON;ND;ND;NON;ND;01/09/2016;1,10;2,20;4,40;6,60;8,80;13,20;17,60;30,80;35,20;39,60;39,60;39,60;39,60;39,60;1;ND;ND;ND;2017-03-01;ND;ND;1071,00;20;ND;91,00;259,00;946,00;ND;645871.6408;6860215.3198;ND;ND;ND;ND;NON;ND;ND;NON;ND;ND;NON;"{""type"": ""Point"", ""coordinates"": [2.262520803329149, 48.83971296441354]}";48.8397129644, 2.26252080333
166;96;WILSON 2 (SURFACE);16 TER AVENUE DU PRESIDENT WILSON;16 TER AVENUE DU PRESIDENT WILSON;E1;16;SAEMES;WWW.SAEMES.FR;01 44 82 99 99;200;;ABONNES;24h / 24;ACCESSIBLE DE PLAIN PIED;NON;OUI;OUI;NON;01/01/2017;133,00;1330,00;OUI;798,00;1064,00;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;2;66,50;190,00;665,00;2017-03-01;66,50;190,00;665,00;0;ND;ND;ND;ND;ND;648115.279;6862966.066;16F 16G 16H 16I 16J 16K;ND;ND;ND;NON;ND;ND;NON;ND;ND;NON;"{""type"": ""Point"", ""coordinates"": [2.292752216238735, 48.86463464939235]}";48.8646346494, 2.29275221624
121;43;PORTE DE SAINT CLOUD;10 AVENUE DE LA PORTE DE SAINT CLOUD;10 AVENUE DE LA PORTE DE SAINT CLOUD;E1;16;SPIE AUTOCITE;WWW.AUTOCITE.FR;01 46 51 28 68;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;OUI;OUI;01/01/2017;170,00;1700,00;OUI;1020,00;1360,00;NON;ND;01/01/2017;0,95;1,90;3,80;5,70;7,60;11,40;15,20;26,60;30,40;34,20;34,20;34,20;34,20;34,20;28;85,00;237,50;850,00;2017-03-01;85,00;237,50;850,00;56;1,30;59,50;166,25;595,00;13,00;645223.9879;6860123.1316;15M 15N 16P 16R 16S 16T 16U 16V 16W 16X 16Y 16Z;0,35;0,65;11,70;OUI;357,00;476,00;NON;ND;2125,00;NON;"{""type"": ""Point"", ""coordinates"": [2.253709161270994, 48.838829196929865]}";48.8388291969, 2.25370916127
117;22;PORTE D AUTEUIL;8 AVENUE DU GENERAL SARRAIL;8 AVENUE DU GENERAL SARRAIL;E1;16;SPIE AUTOCITE;WWW.AUTOCITE.FR;01 46 51 90 18;185;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;OUI;NON;01/01/2016;143,00;1430,00;OUI;858,00;1144,00;NON;ND;01/01/2016;0,90;1,80;3,60;5,40;7,20;10,80;14,40;25,20;28,80;32,40;36,00;39,60;39,60;39,60;23;71,50;200,20;715,00;2017-03-01;71,50;200,20;715,00;30;1,25;50,05;140,10;500,50;12,00;645404.0842;6860973.7039;16R 16S 16T 16U 16V 16W 16X 16Y 16Z;0,30;0,60;13,85;OUI;300,30;400,40;NON;ND;1787,50;NON;"{""type"": ""Point"", ""coordinates"": [2.2560535431737962, 48.84649361013941]}";48.8464936101, 2.25605354317
123;49;PORTE DE VERSAILLES;40 BOULEVARD VICTOR;40 BOULEVARD VICTOR;E1;15;SAGS;WWW.SAGS.FR;01 53 68 46 09;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;OUI;OUI;01/12/2015;207,86;2078,60;OUI;1247,18;1662,90;NON;ND;01/07/2015;1,00;2,00;4,00;6,00;8,00;12,00;16,00;28,00;32,00;36,00;40,00;44,00;44,00;44,00;10;103,93;291,00;1039,30;2017-03-01;103,93;291,00;1039,30;20;1,40;72,75;203,70;727,51;ND;647534.5949;6859509.64;15N 15P 15S 15T 15U 15V 15W 15X;0,35;0,70;15,40;OUI;436,51;582,02;NON;ND;2598,25;NON;"{""type"": ""Point"", ""coordinates"": [2.285263715856588, 48.833504316390076]}";48.8335043164, 2.28526371586
102;56;NOTRE DAME;6 RUE DE LA CITE;6 RUE DE LA CITE;E1;4;SAEMES;WWW.SAEMES.FR;01 56 81 14 20;190;;VISITEURS ET ABONNES;24h / 24;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;OUI;OUI;NON;01/07/2015;285,00;2993,00;OUI;1795,80;2394,40;NON;ND;01/07/2015;1,00;2,00;4,00;6,00;8,00;12,00;16,00;28,00;32,00;32,00;32,00;32,00;32,00;32,00;8;ND;ND;ND;2017-03-01;143,00;392,00;1497,00;18;1,00;86,00;235,00;898,00;15,00;652094.5603;6861736.3189;4E 5J;0,30;0,50;6,80;NON;ND;ND;OUI;599,00;3891,00;NON;"{""type"": ""Point"", ""coordinates"": [2.347130366713731, 48.853883916948114]}";48.8538839169, 2.34713036671
122;40;PORTE DE SAINT OUEN;25 AVENUE DE LA PORTE DE SAINT OUEN;25 AVENUE DE LA PORTE DE SAINT OUEN;E1;17;SPIE AUTOCITE;WWW.AUTOCITE.FR;01 42 29 31 96;190;;VISITEURS ET ABONNES;06h / 20h;OUI;OUI;OUI;OUI;NON;01/04/2015;120,00;1200,00;NON;ND;ND;OUI;920,00;01/07/2015;0,70;1,40;2,80;4,20;5,60;8,40;11,20;19,60;22,40;25,20;28,00;30,80;33,60;36,40;10;ND;ND;ND;2017-03-01;ND;ND;ND;4;ND;ND;ND;ND;ND;650834.5461;6866880.2226;17R 17S 17T 17U 18E 18H 18J 18K 18L 18M 18N 18P 18R 18S 18T;ND;ND;ND;NON;ND;ND;NON;ND;ND;NON;"{""type"": ""Point"", ""coordinates"": [2.329363957021306, 48.900046678656324]}";48.9000466787, 2.32936395702
126;64;PORTE MAILLOT;16 PLACE DE LA PORTE MAILLOT;16 PLACE DE LA PORTE MAILLOT;E1;17;INDIGO;WWW.PARKINDIGO.FR;01 40 68 00 11;190;;VISITEURS ET ABONNES;24h / 24;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;NON;OUI;OUI;01/08/2016;208,00;2163,00;NON;ND;ND;NON;ND;01/09/2016;1,20;2,40;4,80;7,20;9,60;14,40;19,20;33,60;38,40;39,60;39,60;39,60;39,60;39,60;40;ND;ND;ND;2017-03-01;ND;ND;1082,00;9;ND;112,00;319,00;1165,00;ND;647380.2712;6864575.3494;ND;ND;ND;ND;NON;ND;ND;NON;ND;2756,00;NON;"{""type"": ""Point"", ""coordinates"": [2.282534459216831, 48.87904685235436]}";48.8790468524, 2.28253445922
129;52;PYRAMIDES;14 ET 29 RUE DES PYRAMIDES;29 RUE DES PYRAMIDES;E2;1;SAEMES;WWW.SAEMES.FR;01 47 03 02 88;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;OUI;NON;01/07/2016;257,00;2628,00;OUI;1576,50;2102,00;NON;ND;01/07/2015;1,00;2,00;4,00;6,00;8,00;12,00;16,00;28,00;32,00;36,00;36,00;36,00;36,00;36,00;16;64,00;176,00;657,00;2017-03-01;128,50;351,00;1314,00;46;1,30;103,00;281,00;1051,00;14,00;651126.3788;6863118.7397;1E;0,40;0,70;12,00;NON;ND;ND;OUI;788,00;3285,00;NON;"{""type"": ""Point"", ""coordinates"": [2.333777366469715, 48.866243117731166]}";48.8662431177, 2.33377736647
128;52;PYRAMIDES;14 ET 29 RUE DES PYRAMIDES;14 RUE DES PYRAMIDES;E1;1;SAEMES;WWW.SAEMES.FR;01 47 03 02 88;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;OUI;NON;01/07/2016;257,00;2628,00;OUI;1576,50;2102,00;NON;ND;01/07/2015;1,00;2,00;4,00;6,00;8,00;12,00;16,00;28,00;32,00;36,00;36,00;36,00;36,00;36,00;16;64,00;176,00;657,00;2017-03-01;128,50;351,00;1314,00;46;1,30;103,00;281,00;1051,00;14,00;651087.7164;6862992.1655;1E;0,40;0,70;12,00;NON;ND;ND;OUI;788,00;3285,00;NON;"{""type"": ""Point"", ""coordinates"": [2.33326493194373, 48.86510192467722]}";48.8651019247, 2.33326493194
113;85;POLIVEAU;39 RUE POLIVEAU;39 RUE POLIVEAU;E1;5;SAEMES;WWW.SAEMES.FR;01 44 82 99 99;190;;ABONNES;24h / 24;NON;OUI;NON;NON;OUI;01/07/2015;ND;ND;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;2017-03-01;ND;ND;ND;2;ND;ND;189,00;ND;ND;652839.9395;6860165.287;ND;ND;ND;ND;NON;ND;ND;NON;ND;1628,00;NON;"{""type"": ""Point"", ""coordinates"": [2.357462383641482, 48.83981063541423]}";48.8398106354, 2.35746238364
127;65;PRONY;37 RUE DE PRONY;37 RUE DE PRONY;E1;17;INDIGO;WWW.PARKINDIGO.FR;01 43 80 73 81;190;;ABONNES;24h / 24;NON;NON;NON;NON;NON;ND;ND;ND;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;2017-03-01;ND;ND;ND;0;ND;ND;ND;ND;ND;649093.5449;6864832.8018;ND;ND;ND;ND;NON;ND;ND;NON;ND;ND;OUI;"{""type"": ""Point"", ""coordinates"": [2.305862719552195, 48.88149975076604]}";48.8814997508, 2.30586271955
36;131;EURONORD LARIBOISIERE;11 RUE AMBROISE PARE;11 RUE AMBROISE PARE;E1;10;INDIGO;WWW.PARKINDIGO.FR;01 40 16 42 57;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;NON;OUI;01/08/2016;206,00;2143,00;OUI;1285,50;1714,00;NON;ND;01/09/2016;1,10;2,20;4,40;6,60;8,80;13,20;17,60;30,80;35,20;39,60;39,60;39,60;39,60;39,60;10;103,00;294,00;1072,00;2017-03-01;103,00;294,00;1072,00;23;1,20;72,00;206,00;750,00;10,00;652481.0187;6864848.9506;10E 10F 10G 19E 19F 19G 19H 19J 19K 19L 19M 19N 19P;0,30;0,60;10,80;OUI;450,00;600,00;NON;ND;2679,00;NON;"{""type"": ""Point"", ""coordinates"": [2.352048818187177, 48.881903856234615]}";48.8819038562, 2.35204881819
70;77;LAGRANGE MAUBERT;19 RUE LAGRANGE;19 RUE LAGRANGE;E1;5;SAEMES;WWW.SAEMES.FR;01 43 25 84 47;185;;VISITEURS ET ABONNES;24h / 24;PREVU;OUI;OUI;NON;NON;01/11/2014;245,00;2450,00;OUI;1330,00;1900,00;NON;ND;01/11/2014;0,90;1,80;3,60;5,40;7,20;10,80;14,40;25,20;28,80;32,40;32,40;32,40;32,40;32,40;3;122,50;343,00;1225,00;2017-03-01;122,50;343,00;1225,00;18;1,20;85,80;240,10;857,50;10,00;652202.7385;6861376.9162;1E 4E 5E 5F 5G 5H 5J 6E 6G;0,30;0,60;11,30;OUI;465,50;665,00;NON;ND;3062,50;NON;"{""type"": ""Point"", ""coordinates"": [2.348644987240127, 48.85065986536522]}";48.8506598654, 2.34864498724
83;21;MAIRIE DU 15 EME LECOURBE;141 RUE LECOURBE;141 RUE LECOURBE;E1;15;INDIGO;WWW.PARKINDIGO.FR;01 48 285708;190;;VISITEURS ET ABONNES;24h / 24;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;OUI;OUI;OUI;01/08/2016;211,00;2194,00;NON;ND;ND;NON;ND;01/08/2016;0,95;1,90;3,80;5,70;7,60;11,40;15,20;26,60;30,40;34,20;34,20;34,20;34,20;34,20;9;105,50;301,00;1097,00;2017-03-01;105,50;301,00;1097,00;13;ND;74,00;210,00;770,00;10,00;648631.0722;6860406.5299;ND;ND;ND;ND;NON;ND;ND;NON;ND;2746,00;NON;"{""type"": ""Point"", ""coordinates"": [2.300091938883332, 48.84165837971217]}";48.8416583797, 2.30009193888
74;46;LOUVRE SAMARITAINE;3 PLACE DU LOUVRE;3 PLACE DU LOUVRE;E1;1;SPIE AUTOCITE;WWW.AUTOCITE.FR;01 42 60 19 14;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;OUI;NON;01/01/2017;270,00;2700,00;OUI;1036,80;2160,00;NON;ND;01/01/2017;1,00;2,00;4,00;6,00;8,00;12,00;16,00;28,00;32,00;36,00;36,00;36,00;36,00;36,00;13;135,00;376,50;1350,00;2017-03-01;135,00;376,50;1350,00;43;1,40;94,50;263,50;945,00;10,00;651616.2079;6862348.4311;1E;0,35;0,70;12,60;OUI;362,90;756,00;NON;ND;3375,00;NON;"{""type"": ""Point"", ""coordinates"": [2.340541871684727, 48.85935283196569]}";48.859352832, 2.34054187168
40;12;FOCH;37 ET 47 ET 4 AVENUE FOCH;37 AVENUE FOCH;E1;16;SPIE AUTOCITE;WWW.AUTOCITE.FR;01 45 00 44 78;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;OUI;NON;01/01/2016;295,00;2950,00;NON;ND;ND;OUI;2065,00;01/01/2016;2,10;3,15;4,20;6,30;8,40;12,60;16,80;29,40;33,60;37,80;42,00;42,00;42,00;42,00;8;147,50;413,00;1475,00;2017-03-01;147,50;413,00;1475,00;18;1,45;103,25;289,10;1032,50;10,00;647569.2869;6863811.9665;TOUT PARIS;0,75;1,10;14,70;NON;ND;ND;OUI;722,75;3687,50;NON;"{""type"": ""Point"", ""coordinates"": [2.285205751250707, 48.87219740665103]}";48.8721974067, 2.28520575125
41;12;FOCH;37 ET 47 ET 4 AVENUE FOCH;4 AVENUE FOCH;E2;16;SPIE AUTOCITE;WWW.AUTOCITE.FR;01 45 00 44 78;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;OUI;NON;01/01/2016;295,00;2950,00;NON;ND;ND;OUI;2065,00;01/01/2016;2,10;3,15;4,20;6,30;8,40;12,60;16,80;29,40;33,60;37,80;42,00;42,00;42,00;42,00;8;147,50;413,00;1475,00;2017-03-01;147,50;413,00;1475,00;18;1,45;103,25;289,10;1032,50;10,00;648088.5671;6863976.6195;TOUT PARIS;0,75;1,10;14,70;NON;ND;ND;OUI;722,75;3687,50;NON;"{""type"": ""Point"", ""coordinates"": [2.292264661090535, 48.87372014795576]}";48.873720148, 2.29226466109
87;2;MALESHERBES ANJOU;22 ET 35 BOULEVARD MALESHERBES;35 BOULEVARD MALESHERBES;E2;8;INDIGO;WWW.PARKINDIGO.FR;01 42 65 06 11;190;;VISITEURS ET ABONNES;24h / 24;NON;OUI;NON;NON;NON;01/08/2016;ND;3001,00;NON;ND;ND;NON;ND;01/09/2016;1,20;2,40;4,80;7,20;9,60;14,40;19,20;33,60;38,40;39,60;39,60;39,60;39,60;39,60;0;ND;ND;ND;2017-03-01;ND;ND;1500,50;19;ND;103,00;277,00;997,00;ND;650184.0352;6863888.2504;ND;ND;ND;ND;NON;ND;ND;NON;ND;ND;NON;"{""type"": ""Point"", ""coordinates"": [2.320842181977296, 48.87309096043213]}";48.8730909604, 2.32084218198
79;132;MAILLOT PEREIRE (SURFACE);271 BOULEVARD PEREIRE;271 BOULEVARD PEREIRE;E1;17;SAEMES;WWW.SAEMES.FR;01 44 82 99 99;200;;ABONNES;24h / 24;ACCESSIBLE DE PLAIN PIED;NON;OUI;OUI;NON;01/01/2017;133,00;1330,00;OUI;798,00;1064,00;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;2;66,50;190,00;665,00;2017-03-01;66,50;190,00;665,00;0;ND;ND;ND;ND;ND;647569.3539;6864465.4667;16E 16F 17E 17F 17G 17H;ND;ND;ND;NON;ND;ND;NON;ND;ND;NON;"{""type"": ""Point"", ""coordinates"": [2.285126008387427, 48.87807413675762]}";48.8780741368, 2.28512600839
76;127;LYON DIDEROT;196 RUE DE BERCY;196 RUE DE BERCY;E1;12;SAEMES;WWW.SAEMES.FR;01 53 17 63 08;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;NON;NON;02/01/2014;ND;3350,00;NON;ND;ND;NON;ND;17/02/2017;1,00;2,00;4,00;6,00;8,00;12,00;16,00;28,00;32,00;33,50;33,50;33,50;33,50;33,50;6;ND;ND;ND;2017-03-01;ND;ND;ND;38;2,00;107,00;ND;ND;ND;653924.914;6860700.235;ND;0,50;1,00;16,75;NON;ND;ND;NON;ND;ND;NON;"{""type"": ""Point"", ""coordinates"": [2.372186164282644, 48.84469992987373]}";48.8446999299, 2.37218616428
37;13;EYLAU;6 AVENUE EYLAU;6 AVENUE D EYLAU;E1;16;INDIGO;WWW.PARKINDIGO.FR;01 47 04 75 81;190;;ABONNES;24h / 24;NON;NON;NON;NON;NON;ND;ND;ND;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;2017-03-01;ND;ND;ND;0;ND;ND;ND;ND;ND;647627.2561;6862887.8864;ND;ND;ND;ND;NON;ND;ND;NON;ND;ND;OUI;"{""type"": ""Point"", ""coordinates"": [2.286109904018239, 48.86389210319559]}";48.8638921032, 2.28610990402
12;129;BERCY VEHICULES LEGERS;154 QUAI DE BERCY;154 QUAI DE BERCY;E1;12;SAEMES;WWW.SAEMES.FR;01 43 07 48 58;190;;VISITEURS ET ABONNES;24h / 24;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;OUI;OUI;NON;01/07/2016;166,00;1660,00;NON;ND;ND;OUI;1162,00;01/07/2016;0,90;1,80;3,60;5,40;7,20;10,80;14,40;25,20;28,80;32,40;32,40;32,40;32,40;32,40;14;ND;ND;ND;2017-03-01;83,00;220,00;830,00;10;1,30;67,00;176,00;664,00;15,00;654657.9817;6859498.5961;12F 12G 12J 12K 12L 13K 13 P13R 13S;0,30;0,60;11,30;NON;ND;ND;OUI;498,00;ND;NON;"{""type"": ""Point"", ""coordinates"": [2.382302530858151, 48.83394550308926]}";48.8339455031, 2.38230253086
6;23;ANVERS;41 BOULEVARD ROCHECHOUART;41 BOULEVARD DE ROCHECHOUART;E1;9;SAEMES;WWW.SAEMES.FR;01 42 81 05 11;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;NON;OUI;01/01/2017;224,00;2240,00;OUI;1247,00;1782,00;NON;ND;01/01/2017;0,95;1,85;3,65;5,50;7,30;10,95;14,60;25,55;29,20;32,85;32,85;32,85;32,85;32,85;10;112,00;319,20;1120,00;2017-03-01;112,00;319,20;1120,00;11;1,30;78,40;223,40;784,00;10,00;651920.8886;6864941.3624;9E 9F 9G 10G 18F 18G 18H;0,35;0,70;11,70;OUI;436,59;623,70;NON;ND;2800,00;NON;"{""type"": ""Point"", ""coordinates"": [2.344400979214491, 48.88269330904313]}";48.882693309, 2.34440097921
13;14;BERGSON;35 RUE DE LABORDE;35 RUE DE LABORDE;E1;8;INDIGO;WWW.PARKINDIGO.FR;01 45 22 84 96;190;;VISITEURS ET ABONNES;24h / 24;NON;OUI;OUI;NON;OUI;01/08/2016;307,00;3092,00;NON;ND;ND;OUI;2164,40;01/09/2016;1,20;2,40;4,80;7,20;9,60;14,40;19,20;33,60;38,40;39,60;39,60;39,60;39,60;39,60;0;ND;ND;ND;2017-03-01;153,50;423,30;1546,00;54;ND;96,00;273,60;998,40;ND;650138.2307;6864185.8349;8H 8J 8K 8L 9E 9G 17K 17R;ND;ND;ND;NON;ND;ND;NON;ND;3575,00;NON;"{""type"": ""Point"", ""coordinates"": [2.320182816695376, 48.87576351322498]}";48.8757635132, 2.3201828167
15;48;BOURSE;12 PLACE DE LA BOURSE;12 PLACE DE LA BOURSE;E1;2;INDIGO;WWW.PARKINDIGO.FR;01 42 96 47 04;190;;VISITEURS ET ABONNES;24h / 24;NON;OUI;OUI;OUI;OUI;01/08/2016;357,00;3914,00;NON;ND;ND;OUI;2739,80;01/09/2016;1,20;2,40;4,80;7,20;9,60;14,40;19,20;33,60;38,40;39,60;39,60;39,60;39,60;39,60;3;ND;ND;ND;2017-03-01;ND;ND;1957,00;64;ND;75,00;213,75;825,00;10,00;651653.9829;6863512.3035;1E 2E 3E 9E 9F 9G 10F 10G;ND;ND;ND;NON;ND;ND;NON;ND;ND;NON;"{""type"": ""Point"", ""coordinates"": [2.340924308094133, 48.86982217581348]}";48.8698221758, 2.34092430809
88;97;MANDEL 1 (SURFACE);2 AVENUE GEORGES MANDEL;2 AVENUE GEORGES MANDEL;E1;16;SAEMES;WWW.SAEMES.FR;01 44 82 99 99;200;;ABONNES;24h / 24;ACCESSIBLE DE PLAIN PIED;NON;OUI;NON;NON;01/01/2017;133,00;1330,00;OUI;798,00;1064,00;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;3;66,50;190,00;665,00;2017-03-01;66,50;190,00;665,00;0;ND;ND;ND;ND;ND;647604.8023;6862821.6749;16F 16G 16H 16I 16J 16K 16L 16M 16N 16P;ND;ND;ND;NON;ND;ND;NON;ND;ND;NON;"{""type"": ""Point"", ""coordinates"": [2.285812016954334, 48.86329485145157]}";48.8632948515, 2.28581201695
16;94;CAMBRONNE (SURFACE);8 BOULEVARD GARIBALDI;8 BOULEVARD GARIBALDI;E1;15;SAEMES;WWW.SAEMES.FR;01 44 82 99 99;200;;ABONNES;24h / 24;ACCESSIBLE DE PLAIN PIED;NON;OUI;OUI;OUI;01/01/2017;103,60;1036,00;OUI;621,60;828,80;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;3;52,00;148,00;518,00;2017-03-01;52,00;148,00;518,00;0;ND;ND;ND;ND;ND;648838.7378;6861035.772;7F 7H 7J 7K 15E 15F 15G 15K 15L 15M 15P;ND;ND;ND;NON;ND;ND;NON;ND;ND;NON;"{""type"": ""Point"", ""coordinates"": [2.302845568397108, 48.84733364684007]}";48.8473336468, 2.3028455684
11;62;BERCY RELAIS MERCURE;73 RUE DE BERCY;73 RUE DE BERCY;E1;12;SOCIETE SEIH_ACCOR_ALLSEASONS;SOCIETE SEIH;01 53 46 50 50;190;;VISITEURS ET ABONNES;24h / 24;NON;OUI;OUI;NON;NON;01/01/2013;155,00;1860,00;NON;ND;ND;NON;ND;01/07/2015;0,80;1,60;3,20;4,80;6,40;9,60;12,80;22,00;24,80;27,60;28,00;28,00;28,00;28,00;4;ND;ND;ND;2017-03-01;ND;ND;ND;0;ND;ND;ND;ND;ND;654594.2319;6859979.9154;ND;ND;ND;ND;NON;ND;ND;NON;ND;1680,00;NON;"{""type"": ""Point"", ""coordinates"": [2.381382729455035, 48.83826956688405]}";48.8382695669, 2.38138272946
101;82;MOZART;2 RUE DE LA CURE;2 RUE DE LA CURE;E1;16;SAEMES;WWW.SAEMES.FR;01 44 82 99 99;190;;ABONNES;24h / 24;OUI;OUI;NON;NON;NON;01/07/2016;ND;ND;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;2017-03-01;ND;ND;ND;5;ND;ND;320,00;1128,00;ND;646338.2507;6861773.6824;ND;ND;ND;ND;NON;ND;ND;NON;ND;2821,00;NON;"{""type"": ""Point"", ""coordinates"": [2.268681190575788, 48.8537661911968]}";48.8537661912, 2.26868119058
46;70;GAY LUSSAC;45 RUE GAY LUSSAC;45 RUE GAY LUSSAC;E1;5;SAEMES;WWW.SAEMES.FR;01 44 82 99 99;195;;ABONNES;24h / 24;NON;OUI;NON;NON;NON;01/07/2015;ND;ND;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;2017-03-01;ND;ND;ND;3;ND;ND;231,00;ND;ND;651813.0268;6860398.6184;ND;ND;ND;ND;NON;ND;ND;NON;ND;1600,00;NON;"{""type"": ""Point"", ""coordinates"": [2.343445300079734, 48.84183302279836]}";48.8418330228, 2.34344530008
50;71;GOURAUD;4 AVENUE EMILE POUVILLON;4 AVENUE EMILE POUVILLON;E1;7;INDIGO;WWW.PARKINDIGO.FR;01 45 51 57 17;190;;ABONNES;24h / 24;NON;NON;NON;NON;NON;ND;ND;ND;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;2017-03-01;ND;ND;ND;0;ND;ND;ND;ND;ND;648587.2638;6862184.6568;ND;ND;ND;ND;NON;ND;ND;NON;ND;ND;OUI;"{""type"": ""Point"", ""coordinates"": [2.299280086588909, 48.857645423424415]}";48.8576454234, 2.29928008659
