OBJECTID;ID;NOM_PARC;ADRESS_SSC;ADRESS_GEO;ACCES_VL;Arrdt;DELEG;SITE_DELEG;TEL;H_PARC_CM;H2_PARC_CM;TYPE_PARC;HORAIRE_NA;ASC_SURF;ACCES_MOTO;ACCES_VELO;V_ELEC_CH;AUTOPART;DATE_TA;AB_1M_E;AB_1A_E;TARIF_PR;PR_1A_MINE;PR_1A_MAXE;TARIF_RES;TF_RES_1AE;DATE_TH;TF_15MN_E;TF_30MN_E;TF_1H_E;TF_1H30_E;TF_2H_E;TF_3H_E;TF_4H_E;TF_7H_E;TF_8H_E;TF_9H_E;TF_10H_E;TF_11H_E;TF_12H_E;TF_24H_E;NB_PL_PMR;ABPMR_1M_E;ABPMR_1T_E;ABPMR_1A_E;MIS_A_JOUR;ABVE_1M_E;ABVE_1T_E;ABVE_1A_E;NB_PL_MOTO;TMOTO_1EHE;ABMOTO_1ME;ABMOTO_1TE;ABMOTO_1AE;TVELO_1M_E;POINT_X;POINT_Y;ZONES_RES;TF_15MN_MO;TF_30MN_MO;TF_24H_MOT;TF_PR_MOTO;PR_1A_MINM;PR_1A_MAXM;TF_RES_MO;TF_RES_1AM;AB_1A_PATT;PARC_AMOD;geo_shape;geo_point_2d
120;38;PORTE DE CLIGNANCOURT;20 AVENUE DE LA PORTE DE CLIGNANCOURT;20 AVENUE DE LA PORTE DE CLIGNANCOURT;E1;18;SAGS;WWW.SAGS.FR;01 42 64 03 82;190;230;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;NON;NON;01/01/2015;102,00;1020,00;OUI;405,00;810,00;NON;ND;01/01/2015;0,70;1,40;2,80;4,20;5,60;8,40;11,20;19,60;20,00;20,00;20,00;20,00;20,00;20,00;18;51,00;143,00;510,00;2017-03-01;51,00;143,00;510,00;16;1,00;35,70;100,10;357,00;10,00;651950.991;6866858.0397;18E 18F 18G 18H 18J 18K 18L 18M 18N 18P 18R 18S 18T;0,20;0,50;7,00;OUI;141,75;283,50;NON;ND;1275,00;NON;"{""type"": ""Point"", ""coordinates"": [2.344594506515061, 48.89993149976069]}";48.8999314998, 2.34459450652
156;151;TRES GRANDE BIBLIOTHEQUE (RIVE GAUCHE);20 RUE EMILE DURKHEIM ET 24 RUE NEUVE TOLBIAC;24 RUE NEUVE TOLBIAC;E2;13;INDIGO;WWW.PARKINDIGO.FR;01 44 06 60 50;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;OUI;OUI;01/09/2016;235,00;2350,00;OUI;1410,00;1880,00;NON;ND;01/09/2016;0,90;1,80;3,60;5,40;7,20;10,80;14,40;25,20;28,80;32,40;32,40;32,40;32,40;32,40;11;118,00;329,00;1175,00;2017-03-01;118,00;329,00;1175,00;16;1,20;82,00;230,00;823,00;10,00;654329.957;6859219.484;5F 12E 12F 13J 13K 13L 13M 13N 13P 13R 13S;0,30;0,60;10,80;OUI;493,50;658,00;NON;ND;2938,00;NON;"{""type"": ""Point"", ""coordinates"": [2.377863969588443, 48.83141225312946]}";48.8314122531, 2.37786396959
153;36;TERNES;38 ET 61 AVENUE DES TERNES;61 AVENUE DES TERNES;E2;17;SPIE AUTOCITE;WWW.AUTOCITE.FR;01 45 72 17 61;185;;VISITEURS ET ABONNES;24h / 24;NON;OUI;OUI;OUI;NON;01/12/2013;220,00;2200,00;OUI;960,00;1600,00;NON;ND;01/12/2013;0,90;1,80;3,60;5,40;7,20;10,80;14,40;25,20;28,80;32,40;32,40;32,40;32,40;32,40;22;110,00;308,00;1100,00;2017-03-01;110,00;308,00;1100,00;100;1,20;77,00;216,00;770,00;10,00;648042.7582;6864573.0044;8F 8G 16E 16F 16G 17E 17F 17G 17H 17J 17L 17M 17N;0,30;0,60;10,80;OUI;336,00;560,00;NON;ND;ND;NON;"{""type"": ""Point"", ""coordinates"": [2.291567212340507, 48.879079556256094]}";48.8790795563, 2.29156721234
150;50;SOUFFLOT;18 ET 19  RUE SOUFFLOT;19 RUE SOUFFLOT;E2;5;INDIGO;WWW.PARKINDIGO.FR;01 43 26 15 54;190;;VISITEURS ET ABONNES;24h / 24;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;OUI;OUI;OUI;01/08/2016;239,00;2486,00;NON;ND;ND;NON;ND;01/01/2017;1,05;2,10;4,20;6,30;8,40;12,60;16,80;29,40;33,60;37,80;37,80;37,80;37,80;37,80;9;119,50;341,00;1243,00;2017-03-01;119,50;341,00;1243,00;33;1,20;83,60;238,70;870,10;10,10;651671.8227;6860981.0898;ND;0,30;0,60;10,80;NON;ND;ND;NON;ND;3077,00;NON;"{""type"": ""Point"", ""coordinates"": [2.341455275574806, 48.847060610696246]}";48.8470606107, 2.34145527557
132;116;RIVOLI SEBASTOPOL;1 RUE PERNELLE;1 RUE PERNELLE;E1;4;SAEMES;WWW.SAEMES.FR;01 42 72 29 93;185;;VISITEURS ET ABONNES;24h / 24;NON;OUI;OUI;OUI;NON;01/07/2016;242,00;2420,00;NON;ND;ND;OUI;1694,00;01/07/2015;1,00;2,00;4,00;6,00;8,00;12,00;16,00;28,00;32,00;36,00;36,00;36,00;36,00;36,00;2;ND;ND;ND;2017-03-01;121,00;309,00;1210,00;17;1,40;97,00;247,00;968,00;ND;652332.3711;6862237.7104;1E 2E 3E 4E 34F 5G 5J;0,40;0,70;12,60;NON;ND;ND;OUI;726,00;3231,00;NON;"{""type"": ""Point"", ""coordinates"": [2.350314956655983, 48.858410523497334]}";48.8584105235, 2.35031495666
138;87;SAINT JACQUES 1 (SURFACE);83 BOULEVARD SAINT JACQUES;83 BOULEVARD SAINT JACQUES;E1;14;SAEMES;WWW.SAEMES.FR;01 44 82 99 99;200;;ABONNES;24h / 24;ACCESSIBLE DE PLAIN PIED;NON;OUI;OUI;OUI;01/01/2017;103,60;1036,00;OUI;621,60;828,80;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;2;52,00;148,00;518,00;2017-03-01;52,00;148,00;518,00;0;ND;ND;ND;ND;ND;651085.6278;6859479.3629;5E 6G 13G 13H 14H 14J 14K 14L 14M 14N 14P;ND;ND;ND;NON;ND;ND;NON;ND;ND;NON;"{""type"": ""Point"", ""coordinates"": [2.333640542426452, 48.83351131678849]}";48.8335113168, 2.33364054243
136;160;SAINT GERMAIN (GARAGE);169 BOULEVARD SAINT GERMAIN;169 BOULEVARD SAINT GERMAIN;E1;6;INDIGO;WWW.PARKINDIGO.FR;01 45 49 18 55;190;;ABONNES;24h / 24;OUI;OUI;NON;NON;NON;24/12/2016;325,00;3250,00;OUI;1950,00;2600,00;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;162,50;455,00;1625,00;2017-03-01;162,50;455,00;1625,00;0;ND;ND;ND;ND;10,00;650918.1711;6861771.406;1E 4E 5E 5H 5J 6E 6F 6G 7L 7M 7N;ND;ND;ND;NON;ND;ND;NON;ND;4358,00;NON;"{""type"": ""Point"", ""coordinates"": [2.331094890665365, 48.85411090637123]}";48.8541109064, 2.33109489067
162;4;VILLIERS;14 AVENUE DE VILLIERS;14 AVENUE DE VILLIERS;E1;17;INDIGO;WWW.PARKINDIGO.FR;01 47 63 44 91;190;;VISITEURS ET ABONNES;24h / 24;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;OUI;NON;NON;01/08/2016;311,00;3234,00;NON;ND;ND;NON;ND;01/01/2017;1,05;2,10;4,20;6,30;8,40;12,60;16,80;29,40;33,60;37,80;37,80;37,80;37,80;37,80;1;155,50;443,00;1617,00;2017-03-01;155,50;443,00;1617,00;9;1,20;109,00;310,00;1134,00;10,00;649708.5318;6864878.1439;ND;0,30;0,60;10,80;NON;ND;ND;NON;ND;4046,00;NON;"{""type"": ""Point"", ""coordinates"": [2.314242607901708, 48.88195582063875]}";48.8819558206, 2.3142426079
159;6;VENDOME;26 PLACE VENDOME;26 PLACE VENDOME;E1;1;INDIGO;WWW.PARKINDIGO.FR;01 42 60 50 00;190;;VISITEURS ET ABONNES;24h / 24;ELEVATEUR PREVU;OUI;NON;NON;NON;01/08/2016;294,00;3040,00;NON;ND;ND;OUI;2128,00;01/09/2016;1,20;2,40;4,80;7,20;9,60;14,40;19,20;33,60;38,40;39,60;39,60;39,60;39,60;39,60;30;ND;ND;ND;2017-03-01;ND;ND;1520,00;0;1,60;76,50;218,00;795,60;ND;650865.3421;6863304.9314;1E 2E 6E 7L 8E 8H 8K 9G;0,40;0,80;13,60;NON;ND;ND;NON;ND;3953,00;NON;"{""type"": ""Point"", ""coordinates"": [2.330197676111157, 48.867897643255695]}";48.8678976433, 2.33019767611
161;59;VICTOR HUGO POMPE;122 AVENUE VICTOR HUGO;122 AVENUE VICTOR HUGO;E1;16;INDIGO;WWW.PARKINDIGO.FR;01 47 27 22 69;190;;VISITEURS ET ABONNES;24h / 24;NON;NON;OUI;NON;OUI;01/08/2016;315,00;3276,00;NON;ND;ND;NON;ND;01/01/2017;1,15;2,30;4,60;6,90;9,20;13,80;18,40;32,20;36,80;39,60;39,60;39,60;39,60;39,60;0;157,50;449,00;1638,00;2017-03-01;157,50;449,00;1638,00;0;1,60;110,00;314,00;1147,00;10,00;647228.2267;6863326.622;ND;0,40;0,80;13,60;NON;ND;ND;NON;ND;4095,00;NON;"{""type"": ""Point"", ""coordinates"": [2.280616572772571, 48.86780498094872]}";48.8678049809, 2.28061657277
163;123;WAGRAM COURCELLES;103 RUE JOUFFROY D ABBANS;103 RUE JOUFFROY D ABBANS;E1;17;INDIGO;WWW.PARKINDIGO.FR;01 47 63 75 83;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;NON;NON;OUI;01/08/2016;305,00;3172,00;NON;ND;ND;NON;ND;01/09/2016;1,20;2,40;4,80;7,20;9,60;14,40;19,20;33,60;38,40;39,60;39,60;39,60;39,60;39,60;5;ND;ND;ND;2017-03-01;ND;ND;1586,00;10;ND;122,00;348,00;1269,00;ND;648767.3724;6864872.3366;ND;ND;ND;ND;NON;ND;ND;NON;ND;3713,00;NON;"{""type"": ""Point"", ""coordinates"": [2.3014106417868, 48.881829405666736]}";48.8818294057, 2.30141064179
22;107;CHAMPS ELYSEES;62 AVENUE CHAMPS ELYSEES;62 AVENUE DES CHAMPS ELYSEES;E1;8;INDIGO;WWW.PARKINDIGO.FR;01 45 61 40 79;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;NON;NON;NON;01/08/2016;264,00;2626,50;NON;ND;ND;OUI;1838,55;01/09/2016;1,20;2,40;4,80;7,20;9,60;14,40;19,20;33,60;38,40;39,60;39,60;39,60;39,60;39,60;11;ND;ND;ND;2017-03-01;132,00;367,00;1313,25;40;ND;72,00;206,00;727,00;ND;649061.3723;6863642.4694;8E 8F 8G 8H 8J 16E 16F 16G 16H 16I 16J 17E;ND;ND;ND;NON;ND;ND;NON;ND;ND;NON;"{""type"": ""Point"", ""coordinates"": [2.305566789133462, 48.87079290164241]}";48.8707929016, 2.30556678913
58;31;HAUSSMANN BERRI;161 ET 162 BOULEVARD HAUSSMANN;162 BOULEVARD HAUSSMANN;E2;8;INDIGO;WWW.PARKINDIGO.FR;01 45 63 94 62;190;;VISITEURS ET ABONNES;24h / 24;NON;OUI;NON;NON;NON;01/08/2016;285,00;2844,00;NON;ND;ND;OUI;1990,80;01/09/2016;1,20;2,40;4,80;7,20;9,60;14,40;19,20;33,60;38,40;39,60;39,60;39,60;39,60;39,60;3;ND;ND;ND;2017-03-01;ND;ND;1422,00;24;ND;ND;317,00;ND;ND;649377.5795;6864132.5171;8E 8F 8G 8H 8J 8K 8L 17E 17H 17J 17K 17L 17P 17R;ND;ND;ND;NON;ND;ND;NON;ND;3243,60;NON;"{""type"": ""Point"", ""coordinates"": [2.309818948412663, 48.87522470008275]}";48.8752247001, 2.30981894841
62;15;HOCHE;14 ET 29 AVENUE HOCHE;14 AVENUE HOCHE;E1;8;INDIGO;WWW.PARKINDIGO.FR;01 42 25 75 47;190;;VISITEURS ET ABONNES;24h / 24;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;NON;NON;NON;01/08/2016;295,00;3068,00;NON;ND;ND;NON;ND;01/09/2016;1,20;2,40;4,80;7,20;9,60;14,40;19,20;33,60;38,40;39,60;39,60;39,60;39,60;39,60;10;ND;ND;ND;2017-03-01;ND;ND;1539,00;13;ND;171,00;487,00;1778,00;ND;648816.419;6864328.6228;ND;ND;ND;ND;NON;ND;ND;NON;ND;3224,00;NON;"{""type"": ""Point"", ""coordinates"": [2.30214490918861, 48.87694386587107]}";48.8769438659, 2.30214490919
60;136;HENRI MARTIN 1 (SURFACE);95 AVENUE HENRI MARTIN;95 AVENUE HENRI MARTIN;E1;16;SAEMES;WWW.SAEMES.FR;01 44 82 99 99;200;;ABONNES;24h / 24;ACCESSIBLE DE PLAIN PIED;NON;OUI;NON;NON;01/01/2017;139,40;1394,00;OUI;836,25;1115,00;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;1;69,70;199,00;697,00;2017-03-01;69,70;199,00;697,00;0;ND;ND;ND;ND;ND;646677.7464;6862910.2289;16J 16K 16L 16M 16N 16P 16R 16S;ND;ND;ND;NON;ND;ND;NON;ND;ND;NON;"{""type"": ""Point"", ""coordinates"": [2.273165108941483, 48.864015124613395]}";48.8640151246, 2.27316510894
55;74;GROS BOULAINVILLIERS;15 RUE DE BOULAINVILLIERS;15 RUE DE BOULAINVILLIERS;E1;16;SAEMES;WWW.SAEMES.FR;01 44 82 99 99;195;;ABONNES;24h / 24;NON;OUI;NON;NON;NON;01/07/2016;ND;ND;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;179,00;ND;2017-03-01;ND;ND;ND;6;ND;106,00;286,00;1081,00;ND;646877.7131;6861626.4751;ND;ND;ND;ND;NON;ND;ND;NON;ND;2703,00;NON;"{""type"": ""Point"", ""coordinates"": [2.2760511285856833, 48.85248708298225]}";48.852487083, 2.27605112859
59;115;HECTOR MALOT;61 AVENUE DAUMESNIL;61 AVENUE DAUMESNIL;E1;12;SAEMES;WWW.SAEMES.FR;01 44 82 99 99;200;;ABONNES;24h / 24;OUI;OUI;OUI;NON;NON;01/07/2016;ND;ND;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;6;ND;117,00;447,00;2017-03-01;ND;ND;ND;36;ND;72,00;187,00;714,00;15,00;654233.34;6860953.5295;ND;ND;ND;ND;NON;ND;ND;NON;ND;1786,00;NON;"{""type"": ""Point"", ""coordinates"": [2.376361308243498, 48.84699979081419]}";48.8469997908, 2.37636130824
19;105;CARPEAUX;7 RUE CARPEAUX;7 RUE CARPEAUX;E1;18;SAEMES;WWW.SAEMES.FR;01 44 82 99 99;190;;ABONNES;24h / 24;NON;OUI;NON;NON;NON;01/07/2016;ND;ND;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;117,00;ND;2017-03-01;ND;ND;ND;5;ND;70,00;186,00;678,00;ND;650857.805;6865802.8063;ND;ND;ND;ND;NON;ND;ND;NON;ND;1696,00;NON;"{""type"": ""Point"", ""coordinates"": [2.329805934836366, 48.89035971288383]}";48.8903597129, 2.32980593484
68;108;JOUFFROY;6 RUE JOUFFROY D ABBANS;6 RUE JOUFFROY D ABBANS;E1;17;INDIGO;WWW.PARKINDIGO.FR;01 43 80 73 81;190;;ABONNES;24h / 24;NON;NON;NON;NON;NON;01/08/2016;ND;ND;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;2017-03-01;ND;ND;ND;0;ND;ND;ND;ND;ND;649630.4241;6865461.9048;ND;ND;ND;ND;NON;ND;ND;NON;ND;ND;OUI;"{""type"": ""Point"", ""coordinates"": [2.31310836979106, 48.88719926799184]}";48.887199268, 2.31310836979
30;73;DAMREMONT;73 RUE DAMREMONT;73 RUE DAMREMONT;E1;18;SAEMES;WWW.SAEMES.FR;01 44 82 99 99;220;;ABONNES;24h / 24;NON;OUI;NON;NON;OUI;01/07/2016;ND;ND;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;2017-03-01;ND;ND;ND;8;ND;ND;214,00;802,00;ND;651292.9268;6866078.3552;ND;ND;ND;ND;NON;ND;ND;NON;ND;2005,00;NON;"{""type"": ""Point"", ""coordinates"": [2.335708167550798, 48.89287067974816]}";48.8928706797, 2.33570816755
66;162;JEAN BOUIN;RUE NUNGESSER ET COLI;RUE NUNGESSER ET COLI;E1;16;SPIE AUTOCITE;WWW.AUTOCITE.FR;01 46 51 28 68;190;;VISITEURS ET ABONNES;07h / 21h;OUI;OUI;OUI;NON;NON;01/11/2016;136,00;1360,00;OUI;812,00;1120,00;NON;ND;01/11/2016;0,80;1,60;3,20;4,80;6,40;9,60;12,80;22,40;25,60;28,80;28,80;28,80;28,80;28,80;11;68,00;191,00;680,00;2017-03-01;68,00;191,00;680,00;108;1,10;48,00;134,00;476,00;10,00;645117.4348;6860743.8521;16R 16S 16T 16U 16V 16W 16X 16Y 16Z + riverains rue Ningesser et Coli de Boulogne;0,30;0,55;9,90;OUI;284,20;392,00;NON;ND;1700,00;NON;"{""type"": ""Point"", ""coordinates"": [2.2521774348089822, 48.84440222548764]}";48.8444022255, 2.25217743481
29;104;CROIX DES PETITS CHAMPS;14 RUE CROIX DES PETITS CHAMPS;15 RUE CROIX DES PETITS CHAMPS;E1;1;INDIGO;WWW.PARKINDIGO.FR;01 47 03 92 21;190;;VISITEURS ET ABONNES;24h / 24;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;OUI;NON;OUI;01/08/2016;377,00;3921,00;NON;ND;ND;NON;ND;01/07/2016;1,15;2,30;4,60;6,90;9,20;13,80;18,40;32,20;36,80;39,60;39,60;39,60;39,60;39,60;7;188,50;537,00;1960,50;2017-03-01;188,50;537,00;1960,50;17;1,60;112,20;320,00;1167,70;10,20;651542.0795;6862785.5491;ND;0,40;0,80;13,60;NON;ND;ND;NON;ND;4901,00;NON;"{""type"": ""Point"", ""coordinates"": [2.339481732900379, 48.8632781995297]}";48.8632781995, 2.3394817329
28;24;CONCORDE;2 AVENUE GABRIEL;2 AVENUE GABRIEL;E1;8;INDIGO;WWW.PARKINDIGO.FR;01 43 12 80 70;190;;VISITEURS ET ABONNES;24h / 24;NON;OUI;OUI;OUI;NON;01/08/2016;233,00;2342,00;OUI;1404,00;1872,00;NON;ND;01/07/2015;1,10;2,20;4,40;6,60;8,80;13,20;17,60;30,80;35,20;39,60;39,60;39,60;39,60;39,60;10;116,50;332,00;1171,00;2017-03-01;116,50;332,00;1171,00;17;1,20;71,00;202,00;732,00;10,40;650147.3038;6863252.5609;1E 2E 7G 7L 8E 8H 9G;0,30;0,60;11,00;NON;ND;ND;NON;ND;2937,60;NON;"{""type"": ""Point"", ""coordinates"": [2.320416021428223, 48.86737151179913]}";48.8673715118, 2.32041602143
86;2;MALESHERBES ANJOU;22 ET 35 BOULEVARD MALESHERBES;22 BOULEVARD MALESHERBES;E1;8;INDIGO;WWW.PARKINDIGO.FR;01 42 65 06 11;190;;VISITEURS ET ABONNES;24h / 24;NON;OUI;NON;NON;NON;01/08/2016;ND;3001,00;NON;ND;ND;NON;ND;01/09/2016;1,20;2,40;4,80;7,20;9,60;14,40;19,20;33,60;38,40;39,60;39,60;39,60;39,60;39,60;0;ND;ND;ND;2017-03-01;ND;ND;1500,50;19;ND;103,00;277,00;997,00;ND;650244.5512;6863842.4424;ND;ND;ND;ND;NON;ND;ND;NON;ND;ND;NON;"{""type"": ""Point"", ""coordinates"": [2.321672541137676, 48.872683698763616]}";48.8726836988, 2.32167254114
61;137;HENRI MARTIN 2 (SURFACE);84 AVENUE HENRI MARTIN;84 AVENUE HENRI MARTIN;E1;16;SAEMES;WWW.SAEMES.FR;01 44 82 99 99;200;;ABONNES;24h / 24;ACCESSIBLE DE PLAIN PIED;NON;OUI;OUI;NON;01/01/2017;139,40;1394,00;OUI;836,25;1115,00;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;2;69,70;199,00;697,00;2017-03-01;69,70;199,00;697,00;0;ND;ND;ND;ND;ND;646538.6764;6862901.7917;16J 16K 16L 16M 16N 16P 16R 16S;ND;ND;ND;NON;ND;ND;NON;ND;ND;NON;"{""type"": ""Point"", ""coordinates"": [2.271270616567385, 48.863927723744645]}";48.8639277237, 2.27127061657
35;109;ETOILE FRIEDLAND;16 ET 41  AVENUE FRIEDLAND;41 AVENUE DE FRIEDLAND;E2;8;INDIGO;WWW.PARKINDIGO.FR;01 42 89 69 64;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;NON;NON;NON;01/08/2016;292,00;2936,00;NON;ND;ND;NON;ND;01/09/2016;1,20;2,40;4,80;7,20;9,60;14,40;19,20;33,60;38,40;39,60;39,60;39,60;39,60;39,60;6;ND;ND;ND;2017-03-01;ND;ND;1468,00;5;ND;ND;ND;ND;ND;648578.5631;6863999.7158;ND;ND;ND;ND;NON;ND;ND;NON;ND;ND;NON;"{""type"": ""Point"", ""coordinates"": [2.298941880979487, 48.87396715524849]}";48.8739671552, 2.29894188098
32;111;DIDOT;4 RUE DIDOT;4 RUE DIDOT;E1;14;SAEMES;WWW.SAEMES.FR;01 44 82 99 99;190;;ABONNES;24h / 24;OUI;OUI;NON;NON;OUI;01/07/2015;ND;ND;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;4;ND;107,00;1612,00;2017-03-01;ND;ND;ND;15;ND;68,00;170,00;645,00;ND;650192.8852;6859530.4585;ND;ND;ND;ND;NON;ND;ND;NON;ND;1848,00;NON;"{""type"": ""Point"", ""coordinates"": [2.321473340944152, 48.83390245079516]}";48.8339024508, 2.32147334094
21;75;CHAMPAGNY;13 RUE CASIMIR PERIER;13 RUE CASIMIR PERIER;E1;7;SAEMES;WWW.SAEMES.FR;01 44 82 99 99;190;;ABONNES;24h / 24;NON;NON;NON;NON;NON;01/07/2016;ND;ND;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;2017-03-01;ND;ND;ND;0;ND;ND;ND;ND;ND;650068.5712;6862211.2327;ND;ND;ND;ND;NON;ND;ND;NON;ND;3350,00;NON;"{""type"": ""Point"", ""coordinates"": [2.31946514223471, 48.85800093033438]}";48.8580009303, 2.31946514223
124;51;PORTE D ORLEANS;6 RUE DE LA LEGION ETRANGERE ET AVENUE DE LA PORTE D ORLEANS;1 RUE DE LA LEGION ETRANGERE;E1;14;SAEMES;WWW.SAEMES.FR;01 40 52 09 20;185;280;VISITEURS ET ABONNES;24h / 24;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;OUI;OUI;OUI;01/01/2017;140,00;1400,00;OUI;840,00;1120,00;NON;ND;01/01/2017;0,80;1,60;3,25;4,85;6,50;9,75;13,00;22,75;26,00;29,25;29,25;29,25;29,25;29,25;14;70,00;196,00;700,00;2017-03-01;70,00;196,00;700,00;24;1,15;49,00;137,20;490,00;15,00;650429.8431;6858119.8293;TOUT PARIS;0,30;0,60;10,35;OUI;294,00;392,00;NON;ND;1820,00;NON;"{""type"": ""Point"", ""coordinates"": [2.324865585002303, 48.82123476994098]}";48.8212347699, 2.324865585
49;20;GEORGE V;103 AVENUE DES CHAMPS ELYSEES ET 32 AVENUE GEORGE V;32 AVENUE GEORGE V;E2;8;INDIGO;WWW.PARKINDIGO.FR;01 47 20 02 68;190;;VISITEURS ET ABONNES;24h / 24;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;NON;OUI;OUI;01/08/2016;265,00;2756,00;NON;ND;ND;OUI;1929,20;01/09/2016;1,20;2,40;4,80;7,20;9,60;14,40;19,20;33,60;38,40;39,60;39,60;39,60;39,60;39,60;17;ND;ND;ND;2017-03-01;132,50;377,50;1378,00;25;ND;108,00;308,00;1084,00;ND;648753.0356;6863435.1551;8E 8F 8G 8H 8J 16E 16F 16G 16H 16I 16J 17E;ND;ND;ND;NON;ND;ND;NON;ND;4156,50;NON;"{""type"": ""Point"", ""coordinates"": [2.301388537285164, 48.86890411637127]}";48.8689041164, 2.30138853729
112;53;PLACE VICTOR HUGO;76 AVENUE VICTOR HUGO;76 AVENUE VICTOR HUGO;E1;16;INDIGO;WWW.PARKINDIGO.FR;01 47 04 75 81;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;NON;NON;01/08/2016;315,00;3276,00;NON;ND;ND;NON;ND;01/01/2017;1,15;2,30;4,60;6,90;9,20;13,80;18,40;32,20;36,80;39,60;39,60;39,60;39,60;39,60;5;157,50;449,00;1638,00;2017-03-01;157,50;449,00;1638,00;24;1,60;110,00;314,00;1147,00;10,00;647514.3316;6863506.5273;ND;0,40;0,80;13,60;NON;ND;ND;NON;ND;4095,00;NON;"{""type"": ""Point"", ""coordinates"": [2.284494311188787, 48.869446200015354]}";48.8694462, 2.28449431119
100;19;MONTPARNASSE;120 ET 141 BOULEVARD MONTPARNASSE;141 BOULEVARD DU MONTPARNASSE;E2;14;INDIGO;WWW.PARKINDIGO.FR;01 43 22 51 89;190;;VISITEURS ET ABONNES;24h / 24;NON;OUI;OUI;NON;NON;01/08/2016;209,00;2174,00;NON;ND;ND;NON;ND;01/09/2016;1,10;2,20;4,40;6,60;8,80;13,20;17,60;30,80;35,20;39,60;39,60;39,60;39,60;39,60;0;ND;ND;ND;2017-03-01;ND;ND;1087,00;33;ND;79,00;225,00;822,00;ND;651032.7565;6860328.3785;ND;ND;ND;ND;NON;ND;ND;NON;ND;2714,00;NON;"{""type"": ""Point"", ""coordinates"": [2.332822588799688, 48.8411425363487]}";48.8411425363, 2.3328225888
89;149;MANDEL 2 (SURFACE);69 AVENUE GEORGES MANDEL;69 AVENUE GEORGES MANDEL;E1;16;SAEMES;WWW.SAEMES.FR;01 44 82 99 99;200;;ABONNES;24h / 24;ACCESSIBLE DE PLAIN PIED;NON;OUI;NON;OUI;01/01/2017;133,00;1330,00;OUI;798,00;1064,00;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;2;66,50;190,00;665,00;2017-03-01;66,50;190,00;665,00;0;ND;ND;ND;ND;ND;647000.6554;6862887.5288;16F 16G 16H 16I 16J 16K 16L 16M 16N 16P;ND;ND;ND;NON;ND;ND;NON;ND;ND;NON;"{""type"": ""Point"", ""coordinates"": [2.277569261485475, 48.86383763695142]}";48.863837637, 2.27756926149
