OBJECTID;ID;NOM_PARC;ADRESS_SSC;ADRESS_GEO;ACCES_VL;Arrdt;DELEG;SITE_DELEG;TEL;H_PARC_CM;H2_PARC_CM;TYPE_PARC;HORAIRE_NA;ASC_SURF;ACCES_MOTO;ACCES_VELO;V_ELEC_CH;AUTOPART;DATE_TA;AB_1M_E;AB_1A_E;TARIF_PR;PR_1A_MINE;PR_1A_MAXE;TARIF_RES;TF_RES_1AE;DATE_TH;TF_15MN_E;TF_30MN_E;TF_1H_E;TF_1H30_E;TF_2H_E;TF_3H_E;TF_4H_E;TF_7H_E;TF_8H_E;TF_9H_E;TF_10H_E;TF_11H_E;TF_12H_E;TF_24H_E;NB_PL_PMR;ABPMR_1M_E;ABPMR_1T_E;ABPMR_1A_E;MIS_A_JOUR;ABVE_1M_E;ABVE_1T_E;ABVE_1A_E;NB_PL_MOTO;TMOTO_1EHE;ABMOTO_1ME;ABMOTO_1TE;ABMOTO_1AE;TVELO_1M_E;POINT_X;POINT_Y;ZONES_RES;TF_15MN_MO;TF_30MN_MO;TF_24H_MOT;TF_PR_MOTO;PR_1A_MINM;PR_1A_MAXM;TF_RES_MO;TF_RES_1AM;AB_1A_PATT;PARC_AMOD;geo_shape;geo_point_2d
106;141;PASTEUR 1 (SURFACE);40 BOULEVARD PASTEUR;40 BOULEVARD PASTEUR;E1;15;SAEMES;WWW.SAEMES.FR;01 44 82 99 99;200;;ABONNES;24h / 24;ACCESSIBLE DE PLAIN PIED;NON;OUI;OUI;NON;01/01/2017;103,60;1036,00;OUI;621,60;828,80;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;1;52,00;148,00;518,00;2017-03-01;52,00;148,00;518,00;0;ND;ND;ND;ND;ND;649580.4243;6860415.5688;6F 7K 7N 14M 14N 15G 15H 15J 15K 15R;ND;ND;ND;NON;ND;ND;NON;ND;ND;NON;"{""type"": ""Point"", ""coordinates"": [2.313025249619883, 48.84181464393616]}";48.8418146439, 2.31302524962
133;159;ROND POINT (GARAGE);1 AVENUE MATIGNON;1 AVENUE MATIGNON;E1;8;SAEMES;WWW.SAEMES.FR;01 44 82 99 99;190;;ABONNES;24h / 24;OUI;OUI;OUI;NON;NON;01/01/2016;251,00;2510,00;OUI;1400,00;2000,00;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;125,50;357,50;1255,00;2017-03-01;125,50;357,50;1255,00;0;ND;ND;ND;ND;10,00;649454.5665;6863510.4723;1E 2E 7G 7L 8E 8F 8G 8H 8J 8K 9G;ND;ND;ND;NON;ND;ND;NON;ND;3137,50;NON;"{""type"": ""Point"", ""coordinates"": [2.310942533945341, 48.86963686106196]}";48.8696368611, 2.31094253395
10;124;BAUDOYER;44 RUE DE RIVOLI;44 RUE DE RIVOLI;E1;4;REALPARK S.A.;WWW.REALPARK.FR;01 42 77 00 38;195;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;NON;NON;01/03/2014;249,00;2500,00;NON;ND;ND;NON;ND;01/03/2017;1,10;2,20;4,40;6,60;8,80;13,20;17,60;30,40;34,00;36,80;36,80;36,80;36,80;36,80;6;ND;ND;ND;2017-03-01;ND;ND;ND;11;ND;100,00;ND;ND;ND;652682.0008;6861991.8726;ND;ND;ND;ND;NON;ND;ND;NON;ND;ND;NON;"{""type"": ""Point"", ""coordinates"": [2.355107379670252, 48.85622550328393]}";48.8562255033, 2.35510737967
114;9;POLYTECHNIQUE;14 RUE JACQUES HENRI LARTIGUE;14 RUE JACQUES HENRI LARTIGUE;E1;5;SAEMES;WWW.SAEMES.FR;01 44 82 99 99;190;;ABONNES;24h / 24;NON;OUI;NON;NON;NON;01/07/2016;ND;ND;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;2017-03-01;ND;ND;ND;13;ND;87,00;255,00;972,00;ND;652378.7469;6860961.8453;ND;ND;ND;ND;NON;ND;ND;NON;ND;2430,00;NON;"{""type"": ""Point"", ""coordinates"": [2.351089908200993, 48.84694017882919]}";48.8469401788, 2.3510899082
90;78;MARCADET;142 RUE MARCADET;142 RUE MARCADET;E1;18;SAEMES;WWW.SAEMES.FR;01 44 82 99 99;200;;ABONNES;24h / 24;NON;OUI;NON;NON;NON;01/07/2015;ND;ND;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;2017-03-01;ND;ND;ND;10;ND;78,00;208,00;780,00;ND;651526.081;6865905.5929;ND;ND;ND;ND;NON;ND;ND;NON;ND;1949,00;NON;"{""type"": ""Point"", ""coordinates"": [2.338907620507201, 48.89133469362022]}";48.8913346936, 2.33890762051
155;151;TRES GRANDE BIBLIOTHEQUE (RIVE GAUCHE);19 RUE EMILE DURKHEIM ET 24 RUE NEUVE TOLBIAC;19 RUE EMILE DURKHEIM;E1;13;INDIGO;WWW.PARKINDIGO.FR;01 44 06 60 50;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;OUI;OUI;01/09/2016;235,00;2350,00;OUI;1410,00;1880,00;NON;ND;01/09/2016;0,90;1,80;3,60;5,40;7,20;10,80;14,40;25,20;28,80;32,40;32,40;32,40;32,40;32,40;11;118,00;329,00;1175,00;2017-03-01;118,00;329,00;1175,00;16;1,20;82,00;230,00;823,00;10,00;654307.1763;6859307.3591;5F 12E 12F 13J 13K 13L 13M 13N 13P 13R 13S;0,30;0,60;10,80;OUI;493,50;658,00;NON;ND;2938,00;NON;"{""type"": ""Point"", ""coordinates"": [2.377544218184295, 48.83220091070548]}";48.8322009107, 2.37754421818
152;36;TERNES;38 ET 61 AVENUE DES TERNES;38 AVENUE DES TERNES;E1;17;SPIE AUTOCITE;WWW.AUTOCITE.FR;01 45 72 17 61;185;;VISITEURS ET ABONNES;24h / 24;NON;OUI;OUI;OUI;NON;01/12/2013;220,00;2200,00;OUI;960,00;1600,00;NON;ND;01/12/2013;0,90;1,80;3,60;5,40;7,20;10,80;14,40;25,20;28,80;32,40;32,40;32,40;32,40;32,40;22;110,00;308,00;1100,00;2017-03-01;110,00;308,00;1100,00;100;1,20;77,00;216,00;770,00;10,00;648173.0977;6864565.613;8F 8G 16E 16F 16G 17E 17F 17G 17H 17J 17L 17M 17N;0,30;0,60;10,80;OUI;336,00;560,00;NON;ND;ND;NON;"{""type"": ""Point"", ""coordinates"": [2.293345187761946, 48.8790235907566]}";48.8790235908, 2.29334518776
147;147;SEBASTOPOL;37 BOULEVARD SEBASTOPOL;37 BOULEVARD DE SEBASTOPOL;E1;1;INDIGO;WWW.PARKINDIGO.FR;01 40 13 00 65;190;;VISITEURS ET ABONNES;24h / 24;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;NON;OUI;NON;01/08/2016;245,00;2448,00;NON;ND;ND;OUI;1714,00;01/09/2016;1,10;2,20;4,40;6,60;8,80;13,20;17,60;30,80;35,20;39,60;39,60;39,60;39,60;39,60;10;ND;ND;ND;2017-03-01;123,00;318,00;1224,00;72;ND;72,00;206,00;728,00;ND;652266.1102;6862527.864;1E 2E 3E 4E;ND;ND;ND;NON;ND;ND;NON;ND;3178,00;NON;"{""type"": ""Point"", ""coordinates"": [2.349379311805154, 48.86101493332885]}";48.8610149333, 2.34937931181
157;153;UNIVERSITE DIDEROT (RIVE GAUCHE);31 RUE THOMAS MANN;31 RUE THOMAS MANN;E1;13;INDIGO;WWW.PARKINDIGO.FR;01 44 06 60 50;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;NON;NON;01/09/2016;183,00;1830,00;OUI;878,40;1464,00;NON;ND;01/09/2016;0,80;1,60;3,20;4,80;6,40;9,60;12,80;22,40;25,60;28,80;28,80;28,80;28,80;28,80;20;92,00;256,00;915,00;2017-03-01;92,00;256,00;915,00;16;0,80;64,00;179,00;641,00;10,00;654399.5012;6858990.0935;TOUT PARIS;0,20;0,40;7,20;OUI;307,20;512,00;NON;ND;2968,00;NON;"{""type"": ""Point"", ""coordinates"": [2.378835871417501, 48.82935423573408]}";48.8293542357, 2.37883587142
143;57;SAINT SULPICE;8 PLACE SAINT SULPICE;8 PLACE SAINT SULPICE;E1;6;INDIGO;WWW.PARKINDIGO.FR;01 43 25 45 57;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;NON;NON;NON;01/08/2016;331,00;3442,00;NON;ND;ND;NON;ND;01/09/2016;1,20;2,40;4,80;7,20;9,60;14,40;19,20;33,60;38,40;39,60;39,60;39,60;39,60;39,60;10;ND;ND;ND;2017-03-01;ND;ND;1721,20;3;ND;132,00;376,20;1372,80;ND;651100.2601;6861472.5821;ND;ND;ND;ND;NON;ND;ND;NON;ND;4212,00;NON;"{""type"": ""Point"", ""coordinates"": [2.333610716224296, 48.85143745328019]}";48.8514374533, 2.33361071622
145;121;SAINTS PERES;49 RUE JACOB;49 RUE JACOB;E1;6;INDIGO;WWW.PARKINDIGO.FR;01 45 49 18 55;190;;ABONNES;24h / 24;NON;OUI;NON;NON;NON;01/08/2016;ND;ND;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;2017-03-01;ND;ND;ND;5;ND;108,00;308,00;1124,00;ND;650987.5043;6861989.9198;ND;ND;ND;ND;NON;ND;ND;NON;ND;3456,00;OUI;"{""type"": ""Point"", ""coordinates"": [2.332014551990611, 48.856081257227295]}";48.8560812572, 2.33201455199
142;135;SAINT PLACIDE;33 RUE SAINT PLACIDE;33 RUE SAINT PLACIDE;E1;6;Q PARK;WWW.Q-PARK.FR;01 45 45 69 73;190;;ABONNES;24h / 24;OUI;OUI;NON;NON;NON;01/01/2017;ND;ND;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;2017-03-01;ND;ND;ND;0;ND;195,00;585,00;2340,00;ND;650523.0823;6861164.237;ND;ND;ND;ND;NON;ND;ND;NON;ND;ND;NON;"{""type"": ""Point"", ""coordinates"": [2.325781388465082, 48.84862046199839]}";48.848620462, 2.32578138847
135;80;ROQUETTE;16 RUE SERVAN;16 RUE SERVAN;E1;11;SAEMES;WWW.SAEMES.FR;01 44 82 99 99;190;;ABONNES;24h / 24;NON;OUI;NON;NON;OUI;01/07/2015;ND;ND;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;29,00;ND;ND;2017-03-01;ND;ND;ND;14;ND;46,00;120,00;429,00;ND;654785.9444;6862379.7442;ND;ND;ND;ND;NON;ND;ND;NON;ND;1072,00;NON;"{""type"": ""Point"", ""coordinates"": [2.383739384704096, 48.85986469665986]}";48.8598646967, 2.3837393847
158;100;VAN GOGH;205 RUE DE BERCY;205 RUE DE BERCY;E1;12;SAEMES;WWW.SAEMES.FR;01 44 82 99 99;190;;ABONNES;24h / 24;OUI;NON;OUI;NON;NON;01/07/2016;ND;ND;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;2017-03-01;ND;ND;ND;0;ND;ND;ND;ND;ND;653893.3059;6860699.2014;ND;ND;ND;ND;NON;ND;ND;NON;ND;2030,00;NON;"{""type"": ""Point"", ""coordinates"": [2.371755606158589, 48.84468837383502]}";48.8446883738, 2.37175560616
33;3;ECOLE DE MEDECINE;10 RUE DE L ECOLE DE MEDECINE;17 RUE DE L ECOLE DE MEDECINE;E1;6;SAEMES;WWW.SAEMES.FR;01 43 29 61 38;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;OUI;OUI;01/07/2016;270,00;2754,00;OUI;1652,00;2203,00;NON;ND;01/07/2015;1,00;2,00;4,00;6,00;8,00;12,00;16,00;28,00;32,00;36,00;36,00;36,00;36,00;36,00;6;135,00;385,00;1377,00;2017-03-01;135,00;385,00;1377,00;17;1,40;94,50;269,30;955,00;15,00;651631.5412;6861411.8185;4E 5E 5F 5G 5H 5J 6E 6F 6G 7L 7M 7N;0,40;0,70;12,60;NON;ND;ND;NON;ND;3414,00;NON;"{""type"": ""Point"", ""coordinates"": [2.34085741115792, 48.85093111298769]}";48.850931113, 2.34085741116
27;34;CITROEN CEVENNES;47 RUE LEBLANC;47 RUE LEBLANC;E1;15;INDIGO;WWW.PARKINDIGO.FR;01 45 57 32 69;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;NON;NON;01/08/2016;199,00;2070,00;OUI;1240,50;1654,00;NON;ND;01/01/2017;0,85;1,70;3,40;5,10;6,80;10,20;13,60;23,80;27,20;30,60;30,60;30,60;30,60;30,60;12;99,50;284,00;1035,00;2017-03-01;99,50;284,00;1035,00;18;0,80;70,00;200,00;728,00;10,00;646885.9526;6860088.2459;15M 15N 15P 15W 15X;0,20;0,40;7,20;OUI;436,50;582,00;NON;ND;2588,00;NON;"{""type"": ""Point"", ""coordinates"": [2.276355517554811, 48.83865458953479]}";48.8386545895, 2.27635551755
18;11;CARNOT;16 AVENUE CARNOT;16 AVENUE CARNOT;E1;17;INDIGO;WWW.PARKINDIGO.FR;01 40 68 91 61;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;NON;OUI;NON;01/08/2016;248,00;2579,00;NON;ND;ND;NON;ND;01/01/2017;1,05;2,10;4,20;6,30;8,40;12,60;16,80;29,40;33,60;37,80;37,80;37,80;37,80;37,80;6;124,00;353,00;1290,00;2017-03-01;124,00;353,00;1290,00;0;1,20;86,80;247,50;902,70;10,00;648169.0566;6864238.1458;ND;0,30;0,60;10,80;NON;ND;ND;NON;ND;3224,00;NON;"{""type"": ""Point"", ""coordinates"": [2.293330048736947, 48.87607845824766]}";48.8760784582, 2.29333004874
119;35;PORTE DE CHAMPERRET;6 AVENUE PORTE DE CHAMPERRET ET 21 BOULEVARD DE L YSER;6 AVENUE PORTE DE CHAMPERRET;E2;17;INDIGO;WWW.PARKINDIGO.FR;01 43 80 73 81;190;;VISITEURS ET ABONNES;24h / 24;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;OUI;OUI;OUI;01/08/2016;148,00;1539,00;NON;ND;ND;OUI;1082,00;01/02/2017;1,00;2,00;4,00;6,00;8,00;12,00;16,00;28,00;32,00;36,00;36,00;36,00;36,00;36,00;29;ND;ND;ND;2017-03-01;74,00;211,00;770,00;37;1,20;72,00;205,00;749,00;16,00;647766.93;6865394.6201;17E 17F 17G 17H 17L 17M 17N;0,30;0,60;10,80;NON;ND;ND;OUI;520,00;1924,00;NON;"{""type"": ""Point"", ""coordinates"": [2.287705467789601, 48.88644572907668]}";48.8864457291, 2.28770546779
134;61;ROND POINT DES CHAMPS ELYSEES;1 AVENUE MATIGNON;1 AVENUE MATIGNON;E1;8;INDIGO;WWW.PARKINDIGO.FR;01 42 25 04 83;190;;VISITEURS ET ABONNES;24h / 24;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;OUI;OUI;NON;01/08/2016;260,00;2704,00;NON;ND;ND;OUI;1892,80;01/09/2016;1,20;2,40;4,80;7,20;9,60;14,40;19,20;33,60;38,40;39,60;39,60;39,60;39,60;39,60;10;130,00;370,50;1352,00;2017-03-01;130,00;370,50;1352,00;15;1,60;91,00;259,40;947,00;12,40;649454.5665;6863510.4723;ND;0,40;0,80;13,60;NON;ND;ND;NON;ND;3256,90;NON;"{""type"": ""Point"", ""coordinates"": [2.310942533945341, 48.86963686106196]}";48.8696368611, 2.31094253395
154;36;TERNES;4 AVENUE DES TERNES;4 AVENUE DES TERNES;E3;17;SPIE AUTOCITE;WWW.AUTOCITE.FR;01 45 72 17 61;185;;VISITEURS ET ABONNES;24h / 24;NON;OUI;OUI;OUI;NON;01/12/2013;220,00;2200,00;OUI;960,00;1600,00;NON;ND;01/12/2013;0,90;1,80;3,60;5,40;7,20;10,80;14,40;25,20;28,80;32,40;32,40;32,40;32,40;32,40;22;110,00;308,00;1100,00;2017-03-01;110,00;308,00;1100,00;100;1,20;77,00;216,00;770,00;10,00;648436.9019;6864467.7266;8F 8G 16E 16F 16G 17E 17F 17G 17H 17J 17L 17M 17N;0,30;0,60;10,80;OUI;336,00;560,00;NON;ND;ND;NON;"{""type"": ""Point"", ""coordinates"": [2.296953824994446, 48.87816450717553]}";48.8781645072, 2.29695382499
140;44;SAINT MARTIN;245 RUE SAINT MARTIN;245 RUE SAINT MARTIN;E1;3;INDIGO;WWW.PARKINDIGO.FR;01 42 74 16 00;190;;VISITEURS ET ABONNES;24h / 24;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;NON;NON;NON;01/08/2016;309,00;3091,00;NON;ND;ND;NON;ND;01/09/2016;1,10;2,20;4,40;6,60;8,80;13,20;17,60;30,80;35,20;39,60;39,60;39,60;39,60;39,60;4;ND;ND;ND;2017-03-01;ND;ND;ND;34;ND;128,00;363,00;1326,00;ND;652557.9318;6863066.0038;ND;ND;ND;ND;NON;ND;ND;NON;ND;ND;NON;"{""type"": ""Point"", ""coordinates"": [2.353296637492223, 48.865875902558535]}";48.8658759026, 2.35329663749
139;144;SAINT JACQUES 2 (SURFACE);2 BOULEVARD SAINT JACQUES;2 BOULEVARD SAINT JACQUES;E1;14;SAEMES;WWW.SAEMES.FR;01 44 82 99 99;200;;ABONNES;24h / 24;ACCESSIBLE DE PLAIN PIED;NON;OUI;NON;NON;01/01/2017;103,60;1036,00;OUI;621,60;828,80;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;1;52,00;148,00;518,00;2017-03-01;52,00;148,00;518,00;0;ND;ND;ND;ND;ND;651614.6666;6859331.2223;5E 13F 13G 13H 13J 13L 14H 14J 14L 14N 14P;ND;ND;ND;NON;ND;ND;NON;ND;ND;NON;"{""type"": ""Point"", ""coordinates"": [2.340864135927218, 48.832219009150165]}";48.8322190092, 2.34086413593
165;148;WILSON 1 (SURFACE);38 AVENUE DU PRESIDENT WILSON;38 AVENUE DU PRESIDENT WILSON;E1;16;SAEMES;WWW.SAEMES.FR;01 44 82 99 99;200;;ABONNES;24h / 24;ACCESSIBLE DE PLAIN PIED;NON;OUI;NON;NON;01/01/2017;133,00;1330,00;OUI;798,00;1064,00;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;1;66,50;190,00;665,00;2017-03-01;66,50;190,00;665,00;0;ND;ND;ND;ND;ND;647895.5878;6862879.8405;16F 16G 16H 16I 16J 16K;ND;ND;ND;NON;ND;ND;NON;ND;ND;NON;"{""type"": ""Point"", ""coordinates"": [2.289768307855145, 48.86384150892645]}";48.8638415089, 2.28976830786
164;163;WATT (RIVE GAUCHE);50 RUE WATT;51 RUE WATT;E1;13;INDIGO;WWW.PARKINDIGO.FR;01 44 06 60 50;190;;ABONNES;24h / 24;OUI;OUI;OUI;NON;NON;01/08/2016;89,50;895,00;OUI;429,60;716,00;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;17;45,00;126,00;448,00;2017-03-01;45,00;126,00;448,00;0;ND;31,00;87,00;310,00;5,00;654369.6445;6858665.2972;TOUT PARIS;ND;ND;ND;OUI;150,36;250,60;NON;ND;1455,00;NON;"{""type"": ""Point"", ""coordinates"": [2.378464008549721, 48.82643117711773]}";48.8264311771, 2.37846400855
130;126;RECOLLETS;3 PASSAGE DES RECOLLETS;3 PASSAGE DES RECOLLETS;E1;10;SAEMES;WWW.SAEMES.FR;01 44 82 99 99;200;;ABONNES;24h / 24;OUI;OUI;NON;NON;OUI;01/07/2015;166,00;1726,00;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;2017-03-01;ND;ND;ND;9;ND;83,00;231,00;863,00;ND;652992.005;6863990.4474;ND;ND;ND;ND;NON;ND;ND;NON;ND;3320,00;NON;"{""type"": ""Point"", ""coordinates"": [2.359111139958908, 48.874221066800224]}";48.8742210668, 2.35911113996
151;63;SUFFREN;19 PLACE JOFFRE;19 PLACE JOFFRE;E1;7;INDIGO;WWW.PARKINDIGO.FR;01 45 51 57 17;190;;ABONNES;24h / 24;NON;NON;NON;NON;NON;ND;ND;ND;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;2017-03-01;ND;ND;ND;0;ND;ND;ND;ND;ND;648796.0282000001;6861524.019;ND;ND;ND;ND;NON;ND;ND;NON;ND;ND;OUI;"{""type"": ""Point"", ""coordinates"": [2.302204819049117, 48.85172101810959]}";48.8517210181, 2.30220481905
48;20;GEORGE V;103 AVENUE DES CHAMPS ELYSEES ET 32 AVENUE GEORGE V;103 AVENUE DES CHAMPS ELYSEES;E1;8;INDIGO;WWW.PARKINDIGO.FR;01 47 20 02 68;190;;VISITEURS ET ABONNES;24h / 24;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;NON;OUI;OUI;01/08/2016;265,00;2756,00;NON;ND;ND;OUI;1929,20;01/09/2016;1,20;2,40;4,80;7,20;9,60;14,40;19,20;33,60;38,40;39,60;39,60;39,60;39,60;39,60;17;ND;ND;ND;2017-03-01;132,50;377,50;1378,00;25;ND;108,00;308,00;1084,00;ND;648620.6122;6863778.6638;8E 8F 8G 8H 8J 16E 16F 16G 16H 16I 16J 17E;ND;ND;ND;NON;ND;ND;NON;ND;4156,50;NON;"{""type"": ""Point"", ""coordinates"": [2.299541863943405, 48.8719826519721]}";48.871982652, 2.29954186394
51;69;GOUTTE D OR;10 RUE DE LA GOUTTE D OR;10 RUE DE LA GOUTTE D OR;E1;18;SAEMES;WWW.SAEMES.FR;01 42 62 78 71;190;;VISITEURS ET ABONNES;24h / 24;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;OUI;OUI;NON;01/07/2016;118,00;1239,00;NON;ND;ND;OUI;867,30;01/07/2015;0,80;1,60;3,20;4,80;6,40;9,60;12,80;22,40;25,60;28,80;28,80;28,80;28,80;28,80;0;ND;ND;ND;2017-03-01;59,00;163,50;619,50;9;ND;47,00;131,00;496,00;ND;652631.4909;6865202.2877;9F 10G 18F 18G 18H 18J 18L 18N 19G;ND;ND;ND;NON;ND;ND;OUI;372,00;1735,00;NON;"{""type"": ""Point"", ""coordinates"": [2.354061097827482, 48.885092393342504]}";48.8850923933, 2.35406109783
1;28;ALBAN SATRAGNE MAGENTA;3 SQUARE ALBAN SATRAGNE;3 SQUARE ALBAN SATRAGNE;E1;10;INDIGO;WWW.PARKINDIGO.FR;01 40 16 41 01;190;;VISITEURS ET ABONNES;24h / 24;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;OUI;OUI;OUI;01/08/2016;193,00;2005,00;NON;ND;ND;OUI;1404,00;01/09/2016;1,10;2,20;4,40;6,60;8,80;13,20;17,60;30,80;35,20;39,60;39,60;39,60;39,60;39,60;13;ND;ND;ND;2017-03-01;97,00;275,00;1003,00;50;1,20;94,00;268,00;978,00;10,00;652697.2812;6864118.628;10E 10F 10G;0,30;0,60;10,80;NON;ND;ND;NON;ND;2506,00;NON;"{""type"": ""Point"", ""coordinates"": [2.355078894743535, 48.87535218494883]}";48.8753521849, 2.35507889474
65;60;INVALIDES;23 RUE DE CONSTANTINE;23 RUE DE CONSTANTINE;E1;7;INDIGO;WWW.PARKINDIGO.FR;01 47 05 36 47;190;;VISITEURS ET ABONNES;24h / 24;NON;OUI;OUI;NON;NON;01/08/2016;250,00;2600,00;NON;ND;ND;OUI;1820,00;01/01/2017;1,15;2,30;4,60;6,90;9,20;13,80;18,40;32,20;36,80;39,60;39,60;39,60;39,60;39,60;3;125,00;356,00;1300,00;2017-03-01;125,00;356,00;1300,00;26;1,60;88,00;250,00;910,00;10,00;649735.1488;6862363.2286;1E 7E 7F 7G 7H 7J 7K 7L 7M 7N 8E 16H;0,40;0,80;13,60;NON;ND;ND;OUI;637,00;3609,00;NON;"{""type"": ""Point"", ""coordinates"": [2.314903052657177, 48.85934187855408]}";48.8593418786, 2.31490305266
57;31;HAUSSMANN BERRI;161 ET 162 BOULEVARD HAUSSMANN;161 BOULEVARD HAUSSMANN;E1;8;INDIGO;WWW.PARKINDIGO.FR;01 45 63 94 62;190;;VISITEURS ET ABONNES;24h / 24;NON;OUI;NON;NON;NON;01/08/2016;285,00;2844,00;NON;ND;ND;OUI;1990,80;01/09/2016;1,20;2,40;4,80;7,20;9,60;14,40;19,20;33,60;38,40;39,60;39,60;39,60;39,60;39,60;3;ND;ND;ND;2017-03-01;ND;ND;1422,00;24;ND;ND;317,00;ND;ND;649305.149;6864093.1246;8E 8F 8G 8H 8J 8K 8L 17E 17H 17J 17K 17L 17P 17R;ND;ND;ND;NON;ND;ND;NON;ND;3243,60;NON;"{""type"": ""Point"", ""coordinates"": [2.308836189494885, 48.87486475717652]}";48.8748647572, 2.30883618949
80;117;MAINE BASCH ALESIA;204 ET 205  AVENUE DU MAINE;204 AVENUE DU MAINE;E1;14;INDIGO;WWW.PARKINDIGO.FR;01 43 95 09 14;185;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;OUI;OUI;01/08/2016;193,00;2007,00;NON;ND;ND;NON;ND;01/01/2017;1,05;2,10;4,20;6,30;8,40;12,60;16,80;29,40;33,60;37,80;37,80;37,80;37,80;37,80;10;96,50;275,00;1004,00;2017-03-01;96,50;275,00;1004,00;48;1,20;68,00;194,00;707,00;10,00;650495.0137;6859117.8378;ND;0,30;0,60;10,80;NON;ND;ND;NON;ND;2509,00;NON;"{""type"": ""Point"", ""coordinates"": [2.325637068308894, 48.83021499784253]}";48.8302149978, 2.32563706831
75;10;LUTECE;3 BOULEVARD DU PALAIS;3 BOULEVARD DU PALAIS;E1;4;INDIGO;WWW.PARKINDIGO.FR;04 40 46 95 61;190;;VISITEURS ET ABONNES;24h / 24;NON;OUI;OUI;NON;OUI;01/08/2016;244,00;2613,00;OUI;1567,80;2090,40;NON;ND;01/08/2015;0,90;1,80;3,60;5,40;7,20;10,80;14,40;25,20;28,80;32,40;36,00;36,00;36,00;36,00;0;ND;ND;ND;2017-03-01;ND;ND;1306,50;9;1,20;85,00;242,00;914,55;ND;652011.3377;6861876.3163;1E 4E 5G 5H 5J 6E 34F;0,30;0,60;11,00;NON;ND;ND;NON;ND;ND;NON;"{""type"": ""Point"", ""coordinates"": [2.345980433750558, 48.855136708534594]}";48.8551367085, 2.34598043375
52;90;GRENELLE 1 (SURFACE);31 BOULEVARD DE GRENELLE;31 BOULEVARD DE GRENELLE;E1;15;SAEMES;WWW.SAEMES.FR;01 44 82 99 99;200;;ABONNES;24h / 24;ACCESSIBLE DE PLAIN PIED;NON;OUI;OUI;OUI;01/01/2017;103,60;1036,00;OUI;621,60;828,80;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;1;52,00;148,00;518,00;2017-03-01;52,00;148,00;518,00;0;ND;ND;ND;ND;ND;647977.4012;6861626.8737;7E 7F 7H 15E 15F 15L 15M 15P 16P 16T;ND;ND;ND;NON;ND;ND;NON;ND;ND;NON;"{""type"": ""Point"", ""coordinates"": [2.291036781086904, 48.85258039981752]}";48.8525803998, 2.29103678109
